source_file,source_sheet,project_name,unit_code,unit_type,price,bua,land_area,garden_area,roof_area,bedrooms,bathrooms,finishing,delivery_status,status,location,price_per_sqm,has_garden,has_roof
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-SV-135,Villa,114531610.0,320.0,373.56,0.0,70.0,,,,OFF PLAN - 4,Available,,357911.28125,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-SV-136,Villa,114528796.0,320.0,373.53,0.0,70.0,,,,OFF PLAN - 4,Available,,357902.4875,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-TH-131-C,Town House,33897724.0,180.0,120.0,0.0,15.0,,,,OFF PLAN - 4,Available,,188320.6888888889,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-TH-131-D,Town House,33897724.0,180.0,120.0,0.0,15.0,,,,OFF PLAN - 4,Available,,188320.6888888889,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-TH-132-B,Town House,33897724.0,180.0,120.0,0.0,15.0,,,,OFF PLAN - 4,Available,,188320.6888888889,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-TH-132-C,Town House,33897724.0,180.0,120.0,0.0,15.0,,,,OFF PLAN - 4,Available,,188320.6888888889,False,True
9-3-2026 (1).xlsx,lvls,Phase-2,LV-SM-TH-133-B,Town House,33897724.0,180.0,120.0,0.0,15.0,,,,OFF PLAN - 4,Available,,188320.6888888889,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M-12-A0-1,Garden Millennial,14847995.0,110.0,0.0,122.49,0.0,,,,OFF PLAN - 4.5,Available,,134981.77272727274,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M-12-A0-4,Garden Millennial,15728603.0,120.0,0.0,131.87,0.0,,,,OFF PLAN - 4.5,Available,,131071.69166666667,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M-13-A0-4,Garden Millennial,14365966.0,130.0,0.0,57.46,0.0,,,,OFF PLAN - 4.5,Available,,110507.43076923076,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M2-15-A0-1,Garden Millennial,15480544.0,115.0,0.0,125.02,0.0,,,,OFF PLAN - 4.5,Available,,134613.42608695652,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M2-15-A0-4,Garden Millennial,15478738.0,115.0,0.0,124.87,0.0,,,,OFF PLAN - 4.5,Available,,134597.72173913044,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M2-16-B0-4,Garden Millennial,16264096.0,115.0,0.0,122.59,0.0,,,,OFF PLAN - 4.5,Available,,141426.92173913043,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-M2-16-B4-4,Millennial,12992598.0,130.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,99943.06153846154,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-01-A0-2,I-Villa Garden,22033180.0,205.0,0.0,111.86,0.0,,,,OFF PLAN - 4.5,Available,,107478.9268292683,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-01-B2-2,Apartment,12678923.0,120.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,105657.69166666667,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-01-B3-3,I-Villa Roof,22520094.0,255.0,0.0,0.0,25.0,,,,OFF PLAN - 4.5,Available,,88314.09411764707,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-04-B3-2,I-Villa Roof,22642661.0,230.0,0.0,0.0,15.0,,,,OFF PLAN - 4.5,Available,,98446.35217391304,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-06-A0-2,I-Villa Garden,23542691.0,205.0,0.0,111.86,0.0,,,,OFF PLAN - 4.5,Available,,114842.39512195122,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-06-B0-3,I-Villa Garden,22893988.0,205.0,0.0,120.08,0.0,,,,OFF PLAN - 4.5,Available,,111677.99024390244,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-06-B3-3,I-Villa Roof,22650725.0,255.0,0.0,0.0,25.0,,,,OFF PLAN - 4.5,Available,,88826.37254901961,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-07-A0-2,I-Villa Garden,22452489.0,205.0,0.0,111.86,0.0,,,,OFF PLAN - 4.5,Available,,109524.33658536585,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-07-B0-3,I-Villa Garden,22789355.0,205.0,0.0,111.97,0.0,,,,OFF PLAN - 4.5,Available,,111167.58536585367,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-44-A3-2,I-Villa Roof,21431504.0,255.0,0.0,0.0,25.0,,,,OFF PLAN - 4.5,Available,,84045.1137254902,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-44-A3-4,I-Villa Roof,20334851.0,230.0,0.0,0.0,15.0,,,,OFF PLAN - 4.5,Available,,88412.39565217392,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iV-44-B3-4,I-Villa Roof,21866940.0,255.0,0.0,0.0,25.0,,,,OFF PLAN - 4.5,Available,,85752.70588235294,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-03-A3-1,I-Villa Roof,20960285.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,82197.19607843137,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-03-B0-3,I-Villa Garden,25710064.0,230.0,0.0,117.1,0.0,,,,OFF PLAN - 4.5,Available,,111782.88695652173,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-03-B2-2,Apartment,13638817.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,118598.40869565218,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-03-B3-2,I-Villa Roof,24640524.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,96629.50588235294,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-05-A3-4,I-Villa Roof,20568393.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,80660.36470588236,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-08-A2-2,Apartment,12797781.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,111285.05217391305,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-31-A0-2,I-Villa Garden,24890994.0,230.0,0.0,123.49,0.0,,,,OFF PLAN - 4.5,Available,,108221.71304347826,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-31-A0-3,I-Villa Garden,24533549.0,230.0,0.0,113.66,0.0,,,,OFF PLAN - 4.5,Available,,106667.60434782608,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-32-A3-3,I-Villa Roof,20525656.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,80492.76862745098,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-34-A0-2,I-Villa Garden,24533549.0,230.0,0.0,113.66,0.0,,,,OFF PLAN - 4.5,Available,,106667.60434782608,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-35-A2-2,Apartment,13158225.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,114419.34782608696,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-36-A3-3,I-Villa Roof,20525656.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,80492.76862745098,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-37-A2-2,Apartment,12088907.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,105120.93043478261,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-38-A0-2,I-Villa Garden,23862655.0,230.0,0.0,113.66,0.0,,,,OFF PLAN - 4.5,Available,,103750.67391304347,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-38-A0-3,I-Villa Garden,24118498.0,230.0,0.0,123.74,0.0,,,,OFF PLAN - 4.5,Available,,104863.0347826087,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-38-A3-3,I-Villa Roof,23769653.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,93214.32549019608,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-39-A0-2,I-Villa Garden,24547031.0,230.0,0.0,122.83,0.0,,,,OFF PLAN - 4.5,Available,,106726.22173913043,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-39-A0-3,I-Villa Garden,24197715.0,230.0,0.0,113.63,0.0,,,,OFF PLAN - 4.5,Available,,105207.45652173914,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-40-A0-2,I-Villa Garden,20917561.0,230.0,0.0,103.14,0.0,,,,OFF PLAN - 4.5,Available,,90945.91739130435,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-41-A2-2,Apartment,12929943.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,112434.28695652174,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-43-A2-2,Apartment,12052863.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,104807.50434782609,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-43-A3-2,I-Villa Roof,22637519.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,88774.58431372549,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,C-iVGR2P-45-A2-2,Apartment,11884656.0,115.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,103344.8347826087,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-MNS-70-00-1,Villa,66125397.0,350.0,634.98,0.0,30.9,,,,OFF PLAN - 4.5,Available,,188929.70571428572,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-MNS-88-00-1,Villa,63839385.0,350.0,641.9,0.0,30.9,,,,OFF PLAN - 4.5,Available,,182398.24285714285,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-4-42-A0-1,Town House,32887231.0,220.0,189.72,0.0,0.0,,,,OFF PLAN - 4.5,Available,,149487.41363636364,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-4-42-A0-4,Town House,34663687.0,220.0,210.45,0.0,0.0,,,,OFF PLAN - 4.5,Available,,157562.21363636362,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-4-42-B0-1,Town House,33770178.0,220.0,213.84,0.0,0.0,,,,OFF PLAN - 4.5,Available,,153500.80909090908,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-4-45-A0-1,Town House,33223146.0,220.0,212.02,0.0,0.0,,,,OFF PLAN - 4.5,Available,,151014.3,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-4-47-A0-4,Town House,33544754.0,220.0,209.62,0.0,0.0,,,,OFF PLAN - 4.5,Available,,152476.15454545454,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-6-62-B0-2,Town House,31454440.0,210.0,186.69,0.0,0.0,,,,OFF PLAN - 4.5,Available,,149783.04761904763,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-6-62-B0-3,Town House,31399954.0,210.0,182.12,0.0,0.0,,,,OFF PLAN - 4.5,Available,,149523.59047619047,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-6-62-B0-4,Town House,31337123.0,210.0,176.85,0.0,0.0,,,,OFF PLAN - 4.5,Available,,149224.39523809523,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TG-6-62-B0-5,Town House,31265946.0,210.0,170.88,0.0,0.0,,,,OFF PLAN - 4.5,Available,,148885.45714285714,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-02-00-4,Town House,37866138.0,210.0,274.56,0.0,34.58,,,,OFF PLAN - 4.5,Available,,180314.94285714286,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-05-00-2,Town House,33992348.0,210.0,190.03,0.0,34.58,,,,OFF PLAN - 4.5,Available,,161868.3238095238,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-05-00-3,Town House,32636010.0,210.0,189.85,0.0,34.58,,,,OFF PLAN - 4.5,Available,,155409.57142857142,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-06-00-1,Town House,35086432.0,210.0,277.88,0.0,34.58,,,,OFF PLAN - 4.5,Available,,167078.24761904762,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-06-00-2,Town House,32627784.0,210.0,189.16,0.0,34.58,,,,OFF PLAN - 4.5,Available,,155370.4,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-07-00-3,Town House,36107010.0,210.0,188.7,0.0,34.58,,,,OFF PLAN - 4.5,Available,,171938.14285714287,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-09-00-2,Town House,32490988.0,210.0,185.03,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154718.99047619046,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-09-00-3,Town House,30529387.0,210.0,185.0,0.0,34.58,,,,OFF PLAN - 4.5,Available,,145378.03333333333,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-4-48-00-3,Town House,31372304.0,210.0,185.2,0.0,34.58,,,,OFF PLAN - 4.5,Available,,149391.9238095238,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-03-00-2,Town House,32992059.0,210.0,188.87,0.0,34.58,,,,OFF PLAN - 4.5,Available,,157105.04285714286,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-03-00-4,Town House,32990390.0,210.0,188.73,0.0,34.58,,,,OFF PLAN - 4.5,Available,,157097.09523809524,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-03-00-5,Town House,34346490.0,210.0,188.89,0.0,34.58,,,,OFF PLAN - 4.5,Available,,163554.7142857143,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-41-00-2,Town House,32437427.0,210.0,177.6,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154463.9380952381,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-41-00-3,Town House,33207915.0,210.0,177.6,0.0,34.58,,,,OFF PLAN - 4.5,Available,,158132.92857142858,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-41-00-4,Town House,33873337.0,210.0,177.6,0.0,34.58,,,,OFF PLAN - 4.5,Available,,161301.60476190477,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-41-00-5,Town House,34083471.0,210.0,177.6,0.0,34.58,,,,OFF PLAN - 4.5,Available,,162302.24285714285,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-58-00-2,Town House,32343507.0,210.0,184.41,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154016.7,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-58-00-3,Town House,32344938.0,210.0,184.53,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154023.51428571428,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-58-00-4,Town House,32346250.0,210.0,184.64,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154029.7619047619,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-58-00-5,Town House,32348157.0,210.0,184.8,0.0,34.58,,,,OFF PLAN - 4.5,Available,,154038.84285714285,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-59-00-2,Town House,31790186.0,210.0,185.0,0.0,34.58,,,,OFF PLAN - 4.5,Available,,151381.83809523808,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-TH-6-60-00-4,Town House,33926541.0,210.0,185.0,0.0,34.58,,,,OFF PLAN - 4.5,Available,,161554.95714285714,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-A0-2,I-Villa Garden,24366759.0,230.0,0.0,152.48,0.0,,,,OFF PLAN - 4.5,Available,,105942.43043478261,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-A0-3,I-Villa Garden,22291107.0,230.0,0.0,71.73,0.0,,,,OFF PLAN - 4.5,Available,,96917.85652173913,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-A2-3,I-Villa Roof,23835389.0,255.0,0.0,0.0,55.0,,,,OFF PLAN - 4.5,Available,,93472.1137254902,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-A2-4,I-Villa Roof,22116550.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,88466.2,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-B0-2,I-Villa Garden,22562148.0,230.0,0.0,71.73,0.0,,,,OFF PLAN - 4.5,Available,,98096.29565217391,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-51-B2-4,I-Villa Roof,22776901.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,89321.18039215686,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-52-A0-2,I-Villa Garden,24635313.0,230.0,0.0,113.58,0.0,,,,OFF PLAN - 4.5,Available,,107110.05652173913,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-53-A0-2,I-Villa Garden,24139432.0,230.0,0.0,113.66,0.0,,,,OFF PLAN - 4.5,Available,,104954.05217391305,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-A0-2,I-Villa Garden,28869979.0,230.0,0.0,115.89,0.0,,,,OFF PLAN - 4.5,Available,,125521.64782608696,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-A0-3,I-Villa Garden,29231051.0,230.0,0.0,71.73,0.0,,,,OFF PLAN - 4.5,Available,,127091.52608695652,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-A2-1,I-Villa Roof,22776901.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,89321.18039215686,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-A2-4,I-Villa Roof,22116550.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,88466.2,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-B0-3,I-Villa Garden,28856628.0,230.0,0.0,114.85,0.0,,,,OFF PLAN - 4.5,Available,,125463.6,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-B0-4,I-Villa Garden,20741505.0,230.0,0.0,105.85,0.0,,,,OFF PLAN - 4.5,Available,,90180.45652173914,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-54-B2-1,I-Villa Roof,22116550.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,88466.2,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-56-A2-4,I-Villa Roof,22776901.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,89321.18039215686,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-57-A2-1,I-Villa Roof,22776901.0,255.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,89321.18039215686,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-57-A2-4,I-Villa Roof,22116550.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,88466.2,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-57-B0-2,I-Villa Garden,22291107.0,230.0,0.0,71.73,0.0,,,,OFF PLAN - 4.5,Available,,96917.85652173913,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-57-B0-3,I-Villa Garden,23787384.0,230.0,0.0,107.35,0.0,,,,OFF PLAN - 4.5,Available,,103423.40869565218,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-57-B2-1,I-Villa Roof,22116550.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,88466.2,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-97-B0-4,I-Villa Garden,25026725.0,230.0,0.0,140.55,0.0,,,,OFF PLAN - 4.5,Available,,108811.84782608696,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,CP-iVGR2-97-B2-1,I-Villa Roof,24642573.0,250.0,0.0,0.0,60.0,,,,OFF PLAN - 4.5,Available,,98570.292,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,F-M-49-A0-4,Garden Millennial,14811939.0,130.0,0.0,171.76,0.0,,,,OFF PLAN - 4,Available,,113937.9923076923,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-M2-35-A3-1,Millennial,10599058.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,84792.464,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-M2-35-B1-4,Millennial,10660636.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,85285.088,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-TG-6-06-B0-1,Town House,30697369.0,220.0,345.4,0.0,0.0,,,,OFF PLAN - 4,Available,,139533.49545454545,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-TH-4-01-00-1,Town House,32243113.0,210.0,266.49,0.0,34.58,,,,OFF PLAN - 4,Available,,153538.63333333333,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,F-TH-4-22-00-2,Town House,26510600.0,210.0,186.87,0.0,34.58,,,,OFF PLAN - 4,Available,,126240.95238095238,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-09-B0-4,I-Villa Garden,20449861.0,205.0,0.0,70.86,0.0,,,,OFF PLAN - 4,Available,,99755.41951219512,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-12-B3-3,I-Villa Roof,18455474.0,220.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,83888.51818181819,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-14-B3-4,I-Villa Roof,16609613.0,220.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,75498.2409090909,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-15-B3-3,I-Villa Roof,16760913.0,220.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,76185.96818181819,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-16-A0-1,I-Villa Garden,19067070.0,205.0,0.0,70.86,0.0,,,,OFF PLAN - 4,Available,,93010.09756097561,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-19-B3-3,I-Villa Roof,16760913.0,220.0,0.0,0.0,0.0,,,,OFF PLAN - 4,Available,,76185.96818181819,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-22-B0-3,I-Villa Garden,19233960.0,205.0,0.0,81.67,0.0,,,,OFF PLAN - 4,Available,,93824.19512195123,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-58-A0-1,I-Villa Garden,19251662.0,205.0,0.0,87.31,0.0,,,,OFF PLAN - 4,Available,,93910.54634146341,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iV-64-A0-2,I-Villa Garden,19124149.0,205.0,0.0,78.29,0.0,,,,OFF PLAN - 4,Available,,93288.53170731707,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-01-A0-4,I-Villa Garden,19645145.0,250.0,0.0,102.75,0.0,,,,OFF PLAN - 4,Available,,78580.58,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-05-B0-4,I-Villa Garden,21773505.0,250.0,0.0,106.03,0.0,,,,OFF PLAN - 4,Available,,87094.02,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-05-B2-4,I-Villa Roof,17320540.0,210.0,0.0,0.0,25.0,,,,OFF PLAN - 4,Available,,82478.76190476191,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-13-B0-3,I-Villa Garden,22468757.0,250.0,0.0,115.07,0.0,,,,OFF PLAN - 4,Available,,89875.028,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-27-B0-3,I-Villa Garden,22965804.0,250.0,0.0,115.1,0.0,,,,OFF PLAN - 4,Available,,91863.216,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-28-A0-1,I-Villa Garden,21682613.0,250.0,0.0,103.51,0.0,,,,OFF PLAN - 4,Available,,86730.452,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-32-A0-1,I-Villa Garden,20055808.0,250.0,0.0,103.7,0.0,,,,OFF PLAN - 4,Available,,80223.232,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-32-B0-4,I-Villa Garden,19992406.0,250.0,0.0,106.98,0.0,,,,OFF PLAN - 4,Available,,79969.624,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-62-A0-3,I-Villa Garden,21241209.0,250.0,0.0,115.68,0.0,,,,OFF PLAN - 4,Available,,84964.836,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-67-A2-2,I-Villa Roof,16775860.0,210.0,0.0,0.0,25.0,,,,OFF PLAN - 4,Available,,79885.04761904762,False,True
9-3-2026 (1).xlsx,aliva,2026-08-25,F-iVGR-69-B0-3,I-Villa Garden,21831282.0,250.0,0.0,144.25,0.0,,,,OFF PLAN - 4,Available,,87325.128,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M-06-A0-4,Garden Millennial,14901874.0,130.0,0.0,59.57,0.0,,,,OFF PLAN - 4.5,Available,,114629.8,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M-08-A0-4,Garden Millennial,16568085.0,130.0,0.0,66.4,0.0,,,,OFF PLAN - 4.5,Available,,127446.80769230769,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-01-A0-2,Garden Millennial,14417522.0,115.0,0.0,107.7,0.0,,,,OFF PLAN - 4.5,Available,,125369.75652173912,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-01-B1-4,Millennial,13666864.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,109334.912,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-02-A2-1,Millennial,13666864.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,109334.912,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-02-A4-1,Millennial,13666864.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,109334.912,False,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-02-B0-4,Garden Millennial,16153990.0,115.0,0.0,133.05,0.0,,,,OFF PLAN - 4.5,Available,,140469.47826086957,True,False
9-3-2026 (1).xlsx,aliva,2026-08-25,L-M2-02-B2-4,Millennial,13501641.0,125.0,0.0,0.0,0.0,,,,OFF PLAN - 4.5,Available,,108013.128,False,False
