source_file,source_sheet,project_name,park,stage,unit_code,unit_name,unit_type,category,building_type,price,price_with_finishing,price_per_sqm,bua,land_area,garden_area,roof_area,bedrooms,bathrooms,finishing,delivery_status,status,location,model,model_group_code,owner,comment,has_garden,has_roof
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-SV-135,<NA>,Villa,Villa,SV,114531610.0,,357911.28125,320.0,373.56,0.0,70.0,5.0,,<NA>,OFF PLAN - 4,Available,<NA>,SV-VILLA-5BR-320,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-SV-136,<NA>,Villa,Villa,SV,114528796.0,,357902.4875,320.0,373.53,0.0,70.0,5.0,,<NA>,OFF PLAN - 4,Available,<NA>,SV-VILLA-5BR-320,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-TH-131-C,<NA>,Townhouse,Town House,TH6,33897724.0,,188320.6888888889,180.0,120.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4,Available,<NA>,THMD-TOWNHOUSE MIDDLE-3BR+LR-180,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-TH-131-D,<NA>,Townhouse,Town House,TH6,33897724.0,,188320.6888888889,180.0,120.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4,Available,<NA>,THMD-TOWNHOUSE MIDDLE-3BR+LR-180,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-TH-132-B,<NA>,Townhouse,Town House,TH4,33897724.0,,188320.6888888889,180.0,120.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4,Available,<NA>,THMD-TOWNHOUSE MIDDLE-3BR+LR-180,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-TH-132-C,<NA>,Townhouse,Town House,TH4,33897724.0,,188320.6888888889,180.0,120.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4,Available,<NA>,THMD-TOWNHOUSE MIDDLE-3BR+LR-180,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,lvls,<NA>,SM,<NA>,LV-SM-TH-133-B,<NA>,Townhouse,Town House,TH4,33897724.0,,188320.6888888889,180.0,120.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4,Available,<NA>,THMD-TOWNHOUSE MIDDLE-3BR+LR-180,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M-12-A0-1,<NA>,<NA>,Garden Millennial,M,14847995.0,,134981.77272727274,110.0,0.0,122.49,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M-Mill-Garden-Corner-2 BR-110,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M-12-A0-4,<NA>,<NA>,Garden Millennial,M,15728603.0,,131071.69166666667,120.0,0.0,131.87,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M-Mill-Garden-Corner-2 BR-120,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M-13-A0-4,<NA>,<NA>,Garden Millennial,M,14365966.0,,110507.43076923076,130.0,0.0,57.46,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M-Mill-Garden-Middle-2 BR-130,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M2-15-A0-1,<NA>,<NA>,Garden Millennial,M2,15480544.0,,134613.42608695652,115.0,0.0,125.02,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M2-Mill 2-Garden-Corner-3 BR-115,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M2-15-A0-4,<NA>,<NA>,Garden Millennial,M2,15478738.0,,134597.72173913044,115.0,0.0,124.87,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M2-Mill 2-Garden-Corner-3 BR-115,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M2-16-B0-4,<NA>,<NA>,Garden Millennial,M2,16264096.0,,141426.92173913043,115.0,0.0,122.59,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M2-Mill 2-Garden-Corner-3 BR-115,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-M2-16-B4-4,<NA>,<NA>,Millennial,M2,12992598.0,,99943.06153846154,130.0,0.0,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,M2-Mill 2-Typical-Corner-3 BR-130,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-01-A0-2,<NA>,Villa,I-Villa Garden,iV,22033180.0,,107478.9268292683,205.0,0.0,111.86,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Garden-Corner-3 BR-205,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-01-B2-2,<NA>,Apartment,Apartment,iV,12678923.0,,105657.69166666667,120.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-Apartment-Middle-2 BR-120,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-01-B3-3,<NA>,Villa,I-Villa Roof,iV,22520094.0,,88314.09411764707,255.0,0.0,0.0,25.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Corner-3 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-04-B3-2,<NA>,Villa,I-Villa Roof,iV,22642661.0,,98446.35217391304,230.0,0.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Middle-3 BR-230,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-06-A0-2,<NA>,Villa,I-Villa Garden,iV,23542691.0,,114842.39512195122,205.0,0.0,111.86,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Garden-Corner-3 BR-205,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-06-B0-3,<NA>,Villa,I-Villa Garden,iV,22893988.0,,111677.99024390244,205.0,0.0,120.08,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Garden-Corner-3 BR-205,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-06-B3-3,<NA>,Villa,I-Villa Roof,iV,22650725.0,,88826.37254901961,255.0,0.0,0.0,25.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Corner-3 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-07-A0-2,<NA>,Villa,I-Villa Garden,iV,22452489.0,,109524.33658536585,205.0,0.0,111.86,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Garden-Corner-3 BR-205,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-07-B0-3,<NA>,Villa,I-Villa Garden,iV,22789355.0,,111167.58536585367,205.0,0.0,111.97,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Garden-Corner-3 BR-205,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-44-A3-2,<NA>,Villa,I-Villa Roof,iV,21431504.0,,84045.1137254902,255.0,0.0,0.0,25.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Corner-3 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-44-A3-4,<NA>,Villa,I-Villa Roof,iV,20334851.0,,88412.39565217392,230.0,0.0,0.0,15.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Middle-3 BR-230,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iV-44-B3-4,<NA>,Villa,I-Villa Roof,iV,21866940.0,,85752.70588235294,255.0,0.0,0.0,25.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iV-iV-Roof-Corner-3 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-03-A3-1,<NA>,Villa,I-Villa Roof,iVGR2P,20960285.0,,82197.19607843137,255.0,0.0,0.0,60.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-03-B0-3,<NA>,Villa,I-Villa Garden,iVGR2P,25710064.0,,111782.88695652173,230.0,0.0,117.1,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-03-B2-2,<NA>,Apartment,Apartment,iVGR2P,13638817.0,,118598.40869565218,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Middle-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-03-B3-2,<NA>,Villa,I-Villa Roof,iVGR2P,24640524.0,,96629.50588235294,255.0,0.0,0.0,55.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Middle-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-05-A3-4,<NA>,Villa,I-Villa Roof,iVGR2P,20568393.0,,80660.36470588236,255.0,0.0,0.0,60.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-08-A2-2,<NA>,Apartment,Apartment,iVGR2P,12797781.0,,111285.05217391305,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-31-A0-2,<NA>,Villa,I-Villa Garden,iVGR2P,24890994.0,,108221.71304347826,230.0,0.0,123.49,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-31-A0-3,<NA>,Villa,I-Villa Garden,iVGR2P,24533549.0,,106667.60434782608,230.0,0.0,113.66,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-32-A3-3,<NA>,Villa,I-Villa Roof,iVGR2P,20525656.0,,80492.76862745098,255.0,0.0,0.0,55.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-34-A0-2,<NA>,Villa,I-Villa Garden,iVGR2P,24533549.0,,106667.60434782608,230.0,0.0,113.66,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-35-A2-2,<NA>,Apartment,Apartment,iVGR2P,13158225.0,,114419.34782608696,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-36-A3-3,<NA>,Villa,I-Villa Roof,iVGR2P,20525656.0,,80492.76862745098,255.0,0.0,0.0,55.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-37-A2-2,<NA>,Apartment,Apartment,iVGR2P,12088907.0,,105120.93043478261,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-38-A0-2,<NA>,Villa,I-Villa Garden,iVGR2P,23862655.0,,103750.67391304347,230.0,0.0,113.66,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-38-A0-3,<NA>,Villa,I-Villa Garden,iVGR2P,24118498.0,,104863.0347826087,230.0,0.0,123.74,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-38-A3-3,<NA>,Villa,I-Villa Roof,iVGR2P,23769653.0,,93214.32549019608,255.0,0.0,0.0,55.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-39-A0-2,<NA>,Villa,I-Villa Garden,iVGR2P,24547031.0,,106726.22173913043,230.0,0.0,122.83,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-39-A0-3,<NA>,Villa,I-Villa Garden,iVGR2P,24197715.0,,105207.45652173914,230.0,0.0,113.63,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-40-A0-2,<NA>,Villa,I-Villa Garden,iVGR2P,20917561.0,,90945.91739130435,230.0,0.0,103.14,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Garden-Corner-3 BR-230,,<NA>,<NA>,True,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-41-A2-2,<NA>,Apartment,Apartment,iVGR2P,12929943.0,,112434.28695652174,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-43-A2-2,<NA>,Apartment,Apartment,iVGR2P,12052863.0,,104807.50434782609,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-43-A3-2,<NA>,Villa,I-Villa Roof,iVGR2P,22637519.0,,88774.58431372549,255.0,0.0,0.0,55.0,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-iVGrand-Roof-Corner-4 BR-255,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Club Park,<NA>,C-iVGR2P-45-A2-2,<NA>,Apartment,Apartment,iVGR2P,11884656.0,,103344.8347826087,115.0,0.0,0.0,0.0,2.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,iVGR2P-Apartment-Corner-2 BR-115,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-MNS-70-00-1,<NA>,Villa,Villa,MNS,66125397.0,,188929.70571428572,350.0,634.98,0.0,30.9,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,MNS-Mansion-2 Sided-4 BR-350,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-MNS-88-00-1,<NA>,Villa,Villa,MNS,63839385.0,,182398.24285714285,350.0,641.9,0.0,30.9,4.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,MNS-Mansion-2 Sided-4 BR-350,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-4-42-A0-1,<NA>,Townhouse,Town House,TG-4,32887231.0,,149487.41363636364,220.0,189.72,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-4-TownHouse Gardens-4-Corner-3 BR-220,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-4-42-A0-4,<NA>,Townhouse,Town House,TG-4,34663687.0,,157562.21363636362,220.0,210.45,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-4-TownHouse Gardens-4-Corner-3 BR-220,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-4-42-B0-1,<NA>,Townhouse,Town House,TG-4,33770178.0,,153500.80909090908,220.0,213.84,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-4-TownHouse Gardens-4-Corner-3 BR-220,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-4-45-A0-1,<NA>,Townhouse,Town House,TG-4,33223146.0,,151014.3,220.0,212.02,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-4-TownHouse Gardens-4-Corner-3 BR-220,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-4-47-A0-4,<NA>,Townhouse,Town House,TG-4,33544754.0,,152476.15454545454,220.0,209.62,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-4-TownHouse Gardens-4-Corner-3 BR-220,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-6-62-B0-2,<NA>,Townhouse,Town House,TG-6,31454440.0,,149783.04761904763,210.0,186.69,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-6-TownHouse Gardens-6-Middle-3 BR-210,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-6-62-B0-3,<NA>,Townhouse,Town House,TG-6,31399954.0,,149523.59047619047,210.0,182.12,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-6-TownHouse Gardens-6-Middle-3 BR-210,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-6-62-B0-4,<NA>,Townhouse,Town House,TG-6,31337123.0,,149224.39523809523,210.0,176.85,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-6-TownHouse Gardens-6-Middle-3 BR-210,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TG-6-62-B0-5,<NA>,Townhouse,Town House,TG-6,31265946.0,,148885.45714285714,210.0,170.88,0.0,0.0,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TG-6-TownHouse Gardens-6-Middle-3 BR-210,,<NA>,<NA>,False,False
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-02-00-4,<NA>,Townhouse,Town House,TH-4,37866138.0,,180314.94285714286,210.0,274.56,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Corner-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-05-00-2,<NA>,Townhouse,Town House,TH-4,33992348.0,,161868.3238095238,210.0,190.03,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-05-00-3,<NA>,Townhouse,Town House,TH-4,32636010.0,,155409.57142857142,210.0,189.85,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-06-00-1,<NA>,Townhouse,Town House,TH-4,35086432.0,,167078.24761904762,210.0,277.88,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Corner-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-06-00-2,<NA>,Townhouse,Town House,TH-4,32627784.0,,155370.4,210.0,189.16,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-07-00-3,<NA>,Townhouse,Town House,TH-4,36107010.0,,171938.14285714287,210.0,188.7,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-09-00-2,<NA>,Townhouse,Town House,TH-4,32490988.0,,154718.99047619046,210.0,185.03,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-09-00-3,<NA>,Townhouse,Town House,TH-4,30529387.0,,145378.03333333333,210.0,185.0,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-4-48-00-3,<NA>,Townhouse,Town House,TH-4,31372304.0,,149391.9238095238,210.0,185.2,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-4-TownHouse-4-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-03-00-2,<NA>,Townhouse,Town House,TH-6,32992059.0,,157105.04285714286,210.0,188.87,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-03-00-4,<NA>,Townhouse,Town House,TH-6,32990390.0,,157097.09523809524,210.0,188.73,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-03-00-5,<NA>,Townhouse,Town House,TH-6,34346490.0,,163554.7142857143,210.0,188.89,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-41-00-2,<NA>,Townhouse,Town House,TH-6,32437427.0,,154463.9380952381,210.0,177.6,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-41-00-3,<NA>,Townhouse,Town House,TH-6,33207915.0,,158132.92857142858,210.0,177.6,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-41-00-4,<NA>,Townhouse,Town House,TH-6,33873337.0,,161301.60476190477,210.0,177.6,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-41-00-5,<NA>,Townhouse,Town House,TH-6,34083471.0,,162302.24285714285,210.0,177.6,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-58-00-2,<NA>,Townhouse,Town House,TH-6,32343507.0,,154016.7,210.0,184.41,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-58-00-3,<NA>,Townhouse,Town House,TH-6,32344938.0,,154023.51428571428,210.0,184.53,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-58-00-4,<NA>,Townhouse,Town House,TH-6,32346250.0,,154029.7619047619,210.0,184.64,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-58-00-5,<NA>,Townhouse,Town House,TH-6,32348157.0,,154038.84285714285,210.0,184.8,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
9-3-2026 (1).xlsx,aliva,<NA>,Central Park,<NA>,CP-TH-6-59-00-2,<NA>,Townhouse,Town House,TH-6,31790186.0,,151381.83809523808,210.0,185.0,0.0,34.58,3.0,,<NA>,OFF PLAN - 4.5,Available,<NA>,TH-6-TownHouse-6-Middle-3 BR-210,,<NA>,<NA>,False,True
